title,artist_name,artist_familiarity,artist_hotness,song_hotness,genre,duration,key,key_condidence,loudness,mode,mode_confidence,tempo,time_signature,time_signature_confidence
Heavenly Father,FU-Schnickens,0.512687131,0.370628892,0.606807293,,276.94975,11,0.512,-9.716,0,0.669,102.739,4,1.0
Try Me One More Time,Sonny Terry & Brownie McGhee,0.517126315,0.360145057,0.0,,182.69995,10,0.788,-18.526,1,0.531,108.188,1,0.0
When You See Me,Bad Azz,0.552053803,0.341376268,0.265861049,,237.7922,5,0.228,-5.345,0,0.371,120.716,3,1.0
Plastic People (Original Mix),Anan\xc3\xa9,0.498537927,0.0,0.0,,409.70404,11,0.96,-5.516,1,0.739,125.016,4,0.266
One Million Matches,Rocker-T,0.517968446,0.35045449,0.215080319,,321.30567,1,0.02,-7.253,0,0.194,149.939,4,0.114
U Complete Me (Blues Version - Bonus Track),Ana Popovic,0.621616922,0.448459768,0.407901717,,322.66404,7,0.399,-7.737,0,0.264,156.948,3,1.0
Viens boire un petit coup \xc3\xa0 la maison,B\xc3\xa9zu,0.373850623,0.148985481,0.360370583,,214.04689,6,0.038,-10.696,1,0.311,126.482,4,0.01
Let Me Be Your Fantasy,Baby D,0.620868048,0.378971864,0.360370583,,231.18322,7,0.426,-8.029,1,0.583,90.038,3,1.0
La Nit De Reis,Gertrudis,0.444926413,0.344814469,0.360370583,,215.562,5,0.567,-6.433,1,0.483,111.953,4,1.0
Stuck On Your Love,Emilio,0.576044173,0.360829937,0.360370583,,164.57098,7,0.66,-7.453,1,0.632,145.343,4,0.178
Cheddar Chasin',Lunasicc,0.450787194,0.315033314,0.0,,304.37832,1,0.525,-8.4,1,0.241,105.207,5,1.0
Violence,Juelz Santana / Bezel,0.822843255,0.531436737,0.47643522,,254.51057,10,0.347,-3.858,0,0.567,104.99,3,0.792
Seventeen (Digitally Remastered),The Fontane Sisters,0.359559266,0.329432664,0.0,,127.68608,6,0.386,-8.688,1,0.489,85.261,4,0.763
Baby Face,Tiny Tim,0.593496044,0.404897335,0.0,,126.69342,2,0.527,-14.527,1,0.466,117.236,3,0.573
Cut Here,The Cure,0.81195304,0.578993549,0.360370583,,250.85342,2,0.215,-8.19,1,0.426,135.038,4,0.048
Carovana,I Nuovi Angeli,0.53582261,0.345800228,0.426709475,,231.07873,4,0.771,-8.456,1,0.56,85.375,4,0.352
La Vie Par Procuration,Jean-Jacques Goldman,0.617421407,0.449253877,0.360370583,,236.09424,9,0.568,-11.326,0,0.657,119.035,4,0.655
Secret,Eddie Turner,0.450743178,0.33121499,0.0,,254.9024,0,0.671,-6.41,1,0.472,93.99,4,0.499
Fig Leaf Rag  (LP Version),Joshua Rifkin,0.44492125,0.318458623,0.360370583,,282.09587,10,0.765,-25.038,1,0.707,128.251,1,0.0
A Night in Tunisia,Art Blakey's Jazz Messengers,0.262896412,0.307570294,0.360370583,,670.04036,2,0.426,-15.469,1,0.479,144.737,4,0.278
Beautiful,Paul Glazby,0.522490451,0.350285512,0.0,,541.51791,9,0.072,-8.71,1,0.301,149.864,4,0.059
Nothing But The Best,White Heart,0.477364752,0.337507289,0.503381236,,222.06649,7,0.165,-4.744,1,0.399,99.374,4,0.214
Come On-a My House,Barbara Lusch,0.366302895,0.0,0.0,,214.30812,9,0.798,-10.304,1,0.408,171.463,4,0.815
Wing,Patti Smith,0.737001277,0.504964406,0.736736986,,293.53751,2,0.157,-12.359,1,0.493,146.454,3,0.96
Believe,Saga,0.631336504,0.440056503,0.265861049,,294.73914,1,0.538,-10.647,0,0.585,101.303,4,1.0
So\xc3\xb1ando En Ti,Gary Hobbs,0.524700041,0.389765518,0.30977464,,228.49261,9,0.565,-7.917,1,0.599,104.12,3,0.68
Cremona (Instrumental),Vrse Murphy,0.439151375,0.299667428,0.360370583,,240.5873,11,0.013,-5.715,0,0.259,97.015,4,1.0
Loaded Gun,C.C. Adcock,0.423385847,0.367007961,0.492394196,,168.33261,7,0.002,-7.661,0,0.084,116.009,4,0.586
Blues City Shake Down,John Mayall & The Bluesbreakers,0.626803106,0.405234691,0.360370583,,142.15791,4,1.0,-5.063,1,0.901,133.072,1,0.0
Why Get Up,The Fabulous Thunderbirds,0.623154284,0.429353515,0.509640966,,229.8771,10,0.17,-9.406,1,0.267,125.676,1,0.013
Vos No Confiaste,2 Minutos,0.591846287,0.37246298,0.360370583,,179.09506,7,0.384,-5.15,1,0.345,105.498,4,0.542
There Is A Redeemer (Your Love Broke Through Album Version),Michelle Tumes,0.612912573,0.395999523,0.360370583,,203.78077,11,0.794,-10.095,1,0.611,88.023,4,0.0
What Country Is,Luke Bryan,0.748536142,0.702594755,0.682344754,,192.44363,7,0.577,-4.43,0,0.654,147.904,4,0.374
Memories,Thriller U,0.374041434,0.322590158,0.360370583,,226.32444,7,0.925,-12.42,1,0.737,89.675,4,0.548
Cumpagno 'e cella,Alex,0.640287557,0.432172564,0.360370583,,298.52689,2,0.333,-11.813,0,0.444,98.974,4,0.382
Paloma Negra,Rocio Jurado,0.501565375,0.31579568,0.360370583,,245.68118,3,0.725,-8.238,1,0.586,168.268,3,1.0
317 East 32nd,Lennie Tristano,0.514425773,0.317845056,0.360370583,,557.68771,7,0.238,-18.203,1,0.364,89.868,4,0.257
Kill the Poor,Dead Kennedys,0.737037558,0.539245418,0.360370583,,184.94649,2,0.378,-10.133,1,0.519,108.977,1,0.025
Over The Hill,R.L. Burnside,0.701180874,0.466628889,0.386477291,,257.35791,11,0.0,-9.584,1,0.0,95.56,4,0.0
Jamming,Twinkle Twinkle Little Rock Star,0.318141452,0.420703167,0.0,,235.38893,11,0.0,-19.488,0,0.076,85.508,3,1.0
Future,Cut Copy,0.769944259,0.536173552,0.859349894,,312.08444,11,0.541,-8.775,0,0.485,119.562,4,0.316
Naked Enough,Tim Wilson,0.459797129,0.349912612,0.0,,164.96281,7,0.666,-6.929,1,0.631,137.828,4,0.571
The Beginning,Salt The Wound,0.642030477,0.445222198,0.63529146,,96.65261,11,0.055,-8.958,1,0.368,120.502,3,1.0
Drive,The Cars,0.789098032,0.537002043,0.833006243,,234.50077,6,0.406,-5.811,1,0.536,111.319,1,0.985
Can't Stop Lovin' You (Remastered Album Version),Van Halen,0.744641246,0.579988982,0.684482573,,248.18893,9,0.373,-3.798,1,0.417,117.954,4,0.0
Rock Co.Kane Flow,De La Soul / MF Doom,0.745625188,0.513065655,0.598947039,,185.23383,10,0.534,-3.684,0,0.534,86.813,4,0.0
Running On The Rocks,Shriekback,0.547938241,0.374791219,0.334706549,,297.92608,5,1.0,-13.339,1,0.844,157.956,5,0.767
These Nest Five Years,At All Cost,0.640860156,0.32220637,0.360370583,,220.47302,1,0.045,-3.523,1,0.398,135.914,4,0.258
It Came To Pass (Part II),Mississippi Mass Choir,0.507784205,0.459629608,0.360370583,,185.20771,10,0.273,-19.174,0,0.387,115.906,4,1.0
Magic Dragon Theatre,Utopia,0.543936552,0.430300279,0.367273416,,208.14322,0,0.111,-11.865,1,0.305,98.528,4,0.35
Function Of The Sun,The Ruby Suns,0.639860428,0.4538815,0.509640966,,70.89587,0,0.272,-9.876,1,0.483,42.525,4,0.0
I Want Your Soul For Christmas,Schoolyard Heroes,0.616752865,0.370725817,0.0,,277.96853,2,0.742,-6.84,0,0.635,131.83,4,0.0
Nach Ke VEkha Bhabhiyie,Malkit Singh,0.483243067,0.324430892,0.360370583,,256.57424,0,0.397,-8.215,1,0.468,161.543,4,0.009
(Everybody's Waiting For) The Man With the Bag,Mannheim Steamroller,0.705205403,0.653512933,0.360370583,,149.89016,7,0.639,-6.894,1,0.687,154.695,4,0.297
Dimension,Wolfmother,0.79225559,0.566971566,0.776126776,,260.91057,2,0.582,-4.598,1,0.481,141.769,4,0.023
Faroe Cave Song,John Tchicai,0.405923907,0.281396284,0.0,,89.88689,4,0.278,-26.7,1,0.272,149.005,1,0.0
It's Going Down,Suicidal Tendencies,0.736677413,0.526182556,0.520370304,,269.81832,9,0.627,-5.93,1,0.568,164.925,4,0.0
Cha Cha Brasilia,Bert Kaempfert,0.541033427,0.387973348,0.0,,154.06975,0,0.431,-8.817,1,0.527,122.155,4,0.527
Schmerzensschreie,ColdWorld,0.537131259,0.473133097,0.360370583,,344.68526,2,0.525,-6.164,0,0.32,134.832,4,0.471
Gimme Legs,The Chap,0.612657824,0.457611174,0.548005621,,213.89016,7,0.744,-7.345,0,0.562,120.188,4,0.02
Bush,David Banner,0.806364125,0.512455643,0.392008771,,183.90159,6,0.611,-3.737,1,0.517,99.487,5,1.0
The Devil,The Rapture,0.749860753,0.51653518,0.640017319,,277.02812,1,0.517,-6.425,1,0.428,119.813,4,1.0
Mary In Labor,Paul Cantelon,0.470828036,0.350476631,0.360370583,,210.54649,4,0.626,-22.788,1,0.358,41.133,1,0.0
Shining,Ice,0.649155774,0.345935702,0.360370583,,421.61587,4,0.85,-5.651,0,0.698,93.937,4,0.886
Number Nine (LP Version),Richard Lloyd,0.399811279,0.293359843,0.293680022,,172.77342,9,0.863,-10.853,1,0.594,159.081,4,0.0
Friend Or Foe,Adam Ant,0.630382334,0.465983423,0.360370583,,203.91138,9,0.642,-6.267,1,0.459,183.907,4,0.611
For The First Time,June Hutton,0.418055781,0.324759319,0.360370583,,138.34404,11,0.101,-15.545,0,0.409,88.95,7,1.0
Can't Happen Here,Rainbow,0.700635528,0.511546184,0.620610718,,299.57179,0,0.788,-10.915,1,0.62,155.999,4,0.168
La (Moonman's Flashover Mix Edit),Marc Et Claude,0.602428206,0.380406692,0.360370583,,361.01179,6,0.006,-7.993,1,0.237,136.964,4,0.015
Love The Feeling - Original,Leroy Hutson,0.530355668,0.397179043,0.360370583,,170.50077,5,0.346,-13.575,0,0.449,192.66,1,0.0
Pee Wee's Boogie,Pee Wee Crayton,0.439325211,0.314378908,0.0,,164.57098,0,0.615,-12.941,1,0.507,97.487,4,0.971
t.k.k.,Fl\xc3\xa4skkvartetten / Th\xc3\xa5str\xc3\xb6m,0.452042247,0.324157493,0.360370583,,185.80853,5,0.508,-17.379,1,0.458,130.255,4,0.85
Caray!,Gabinete Caligari,0.490688788,0.326430853,0.299877488,,183.87546,4,0.393,-4.528,0,0.442,74.884,1,0.0
La marine,Marc Perrone,0.456136674,0.285591272,0.360370583,,202.23955,2,0.65,-9.637,0,0.786,107.728,3,0.557
Crescent Moon,Ancient Astronauts,0.553914553,0.36481887,0.572920148,,330.57914,9,0.645,-7.111,0,0.558,136.044,4,0.583
Radiance I,Basic Channel,0.553637086,0.360200448,0.467365631,,811.2322,11,0.041,-17.88,1,0.386,71.416,5,0.948
Inherent Scars,Symphony in Peril,0.610632338,0.398729456,0.507669472,,245.13261,9,0.871,-6.776,1,0.704,100.034,4,1.0
Trading Places,Usher,0.856448924,0.854637828,0.360370583,,286.77179,11,0.322,-4.04,0,0.324,147.979,4,0.0
Mom's Phone,Greg Vaccariello,0.075124762,0.163904474,0.360370583,,133.66812,1,0.171,-12.15,1,0.351,74.728,1,0.451
I Am a Rasta Man,Wailing Souls,0.593262655,0.372069058,0.360370583,,213.15873,10,0.696,-17.309,0,0.754,130.427,4,0.847
Dub It,J.C. Lodge,0.449060609,0.176766901,0.360370583,,286.6673,0,0.532,-13.06,1,0.571,152.516,4,0.0
Woman of Shiloh,Mike Brooks,0.458204392,0.305809966,0.266955186,,132.93669,6,0.514,-13.713,0,0.413,139.202,4,0.0
The Southern Soldier Boy,Kathy Mattea,0.603383145,0.422127199,0.450992312,,156.62975,9,0.297,-13.056,1,0.44,96.695,3,1.0
Bon Demain,This Moment,0.546646503,0.214734638,0.253834736,,213.21098,7,0.758,-7.322,1,0.551,116.081,4,0.825
Zurezko Olerkia,Varios,0.595651321,0.333929873,0.299877488,,168.28036,4,0.024,-25.431,1,0.145,100.929,4,0.0
When I Get Home,The Fabulous Thunderbirds,0.623154284,0.429353515,0.360370583,,287.65995,10,0.699,-12.219,1,0.703,133.349,3,0.654
He's Leading The Way,The Perrys,0.501337162,0.380679874,0.360370583,,115.1473,1,0.05,-7.792,0,0.218,107.905,4,0.335
It's Too Late,Small Faces,0.582238344,0.449052575,0.360370583,,157.46567,9,0.899,-5.074,1,0.48,125.295,4,0.355
Widow's Walk,Enter the Haggis,0.619747147,0.40738683,0.448590499,,381.54404,7,0.816,-10.211,0,0.754,134.819,4,0.48
Love Of My Life,The Chi-Lites,0.607260129,0.403000799,0.360370583,,260.98893,11,0.556,-9.588,0,0.533,90.101,4,0.319
Memories,George Lopez,0.668020249,0.516963731,0.360370583,,153.49506,7,0.286,-16.016,1,0.308,118.06,1,0.407
It All Depends On You,Jerry Lewis,0.474829407,0.296955682,0.360370583,,142.73261,7,0.485,-9.865,1,0.4,124.877,4,1.0
The Traffic Jam,Stephen Marley / Damian Marley,0.724813068,0.477178834,0.531580241,,247.17016,9,0.822,-8.476,1,0.807,165.886,4,1.0
Beautiful When You're Green,Charlie Khan,0.474712354,0.332088981,0.304169503,,208.24771,6,0.417,-3.976,0,0.321,92.55,4,0.596
Rock Biter (Album Version),Red I Flight,0.747061427,0.327526078,0.360370583,,179.01669,7,0.398,-4.852,1,0.506,120.617,4,0.737
Edge Of The Dream (Emergency Broadcast Album Version),White Heart,0.477364752,0.337507289,0.360370583,,273.8673,5,0.503,-11.706,1,0.477,162.817,4,0.589
Broken Hearted Side Of New Orleans,Jo-El Sonnier,0.46689796,0.320165416,0.360370583,,194.24608,4,0.635,-9.503,1,0.59,145.218,4,0.535
Hot Spot (Terrible Love Mix),Steinski,0.545364353,0.404575226,0.433005077,,169.97832,10,0.533,-12.738,0,0.547,185.325,4,0.59
If We Loved,Chuck Wicks,0.769967819,0.480812449,0.630460453,,222.01424,1,1.0,-5.278,1,0.875,99.124,4,0.104
Pasa el tiempo,Yahir,0.598636434,0.232825061,0.236212639,,285.28281,9,0.308,-8.879,1,0.539,127.469,4,0.703
Dial Me,Lexi,0.431014963,0.352902254,0.360370583,,244.03546,8,0.563,-10.258,1,0.45,130.052,4,1.0
Resistance,Cali,0.616884544,0.343844499,0.503381236,,156.55138,4,0.783,-8.038,1,0.516,127.792,1,0.0
Sing Boy Sing,Tommy Sands,0.406801997,0.298580718,0.360370583,,142.99383,2,0.606,-18.183,1,0.393,101.324,4,0.769
Irreplaceable (Irreemplazable),Beyonc\xc3\xa9,0.889460725,0.612067268,0.360370583,,230.55628,10,0.852,-4.883,1,0.576,87.992,4,0.152
Shadows,DJ Harry,0.487077751,0.315690277,0.360370583,,309.60281,6,0.795,-7.254,0,0.615,181.371,4,0.159
Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),Babbie Mason,0.381780881,0.305917775,0.360370583,,236.25098,5,0.561,-16.409,1,0.541,141.042,4,0.626
Shoulda Did,Rated R,0.556495602,0.261941177,0.360370583,,249.75628,6,0.001,-3.523,1,0.143,104.993,4,1.0
Vena Cava 8,Diamanda Galas,0.598237132,0.36368784,0.360370583,,191.42485,11,0.414,-51.643,0,0.09,168.352,5,0.812
Magic,Black Eyed Peas / Terry Dexter,0.845601887,1.005941966,0.508602172,,275.04281,7,0.094,-3.574,0,0.182,103.652,4,0.996
Imagination,Beenie Man,0.729212274,0.481339309,0.327736683,,230.24281,5,0.446,-6.171,0,0.469,159.248,4,0.339
Between The Worlds,Be Bop Deluxe,0.537160563,0.382843062,0.360370583,,197.82485,2,0.251,-11.292,0,0.323,142.88,4,0.372
A Night at Mahmoud's,Rolfe Kent,0.549033905,0.376664106,0.360370583,,112.16934,7,0.63,-30.22,0,0.672,119.71,3,0.384
Sprung (Cibola Mix W/ Rap),Nu Flavor,0.555884287,0.30203247,0.334706549,,242.38975,11,0.051,-5.426,0,0.475,96.057,4,0.873
La Romance De La Pluie,Maurice Chevalier,0.502453177,0.391585329,0.360370583,,214.5171,5,0.473,-13.379,1,0.605,130.275,4,0.188
Spoken Words by Bishop Joseph Garlington,ISRAEL & NEW BREED,0.697113113,0.417033117,0.259590392,,151.40526,4,0.762,-25.26,1,0.673,93.773,3,0.763
Ya Mama (Palm Springs Demo),P.O.D.,0.859873312,0.533085375,0.513517029,,188.94322,1,0.554,-5.322,1,0.443,125.528,5,0.617
Veronica Sawyer (Album),Reel Big Fish,0.784143965,0.553168864,0.567184226,,205.87057,2,0.0,-4.12,1,0.215,91.463,4,0.218
Faith,Mystery,0.529386534,0.346964339,0.360370583,,216.73751,1,0.332,-9.049,1,0.3,171.787,4,0.292
Chanson De La Patience,Jacques Douai,0.313851152,0.14519083,0.360370583,,136.75057,9,0.385,-22.504,0,0.475,103.12,4,0.865
Et k\xc3\xbctt wie et k\xc3\xbctt,Eko Fresh,0.689494765,0.35590563,0.413739836,,234.60526,1,0.474,-5.172,1,0.293,167.59,4,0.353
Searching,Buju Banton,0.710374813,0.505883169,0.360370583,,256.78322,2,0.054,-13.139,1,0.266,85.988,4,0.189
Le Dormeur du Val,Jacques Douai,0.313851152,0.14519083,0.360370583,,189.59628,2,0.244,-20.869,1,0.612,77.645,3,0.813
Sapphire,Bill Douglas,0.489537502,0.343389815,0.0,,273.97179,5,0.681,-16.865,1,0.509,192.819,3,0.283
Ring The Alarm,Beyonc\xc3\xa9,0.889460726,0.619431422,0.360370583,,212.16608,9,0.5,-6.295,1,0.48,113.812,1,1.0
Ouachita Run (Album Version),Alvin Youngblood\xc2\xa0Hart,0.523653408,0.348434197,0.375984302,,159.39873,9,0.722,-18.909,1,0.602,195.223,1,0.0
Rainbow '65 (part 2) - Live,Gene Chandler,0.570016703,0.393762699,0.360370583,,163.29098,6,0.483,-14.89,1,0.448,175.028,3,0.943
The Blood Covers It All (Live),Legacy Five,0.488237366,0.367355344,0.0,,286.24934,10,0.204,-11.723,1,0.398,69.169,3,1.0
Led By the Master's Hand,The Del McCoury Band,0.608703568,0.362218957,0.0,,173.97506,7,0.503,-9.329,1,0.59,140.9,1,0.0
Kenourgia Fotia,Christos Dantis,0.480752276,0.417593317,0.360370583,,246.80444,5,0.058,-4.133,1,0.262,126.976,4,0.33
Moonlight In Vermont,Walter Jackson; Arranged & conducted by Riley Hampton,0.437193777,0.316155987,0.0,,211.25179,8,0.135,-14.094,1,0.554,43.967,4,0.0
Now U Got It,J Bostron & Beretta,0.536679044,0.378056125,0.360370583,,320.93995,6,0.008,-4.962,1,0.157,87.122,4,0.84
I've never been so Lonely,Mark Ashley,0.49237718,0.303136478,0.360370583,,198.19057,11,0.006,-6.806,0,0.286,129.987,4,0.01
I Love You (LP Version),Cindy Morgan,0.544749489,0.417410467,0.261852837,,158.27546,2,0.047,-14.677,1,0.252,112.248,1,0.73
Decline Of the Western Civilization,Deathstar,0.481194126,0.389230135,0.246423128,,229.8771,10,0.467,-5.443,0,0.494,140.202,4,0.396
Dancing With Myself (BBC In Concert 01/01/81),Generation X,0.611180947,0.39903377,0.360370583,,291.63057,1,0.575,-7.46,0,0.568,174.524,1,0.0
Evening,Vanessa Daou,0.570825323,0.403588238,0.445454525,,222.04036,8,0.903,-11.607,1,0.588,144.975,4,1.0
Hey!,Laidback Luke & Diplo,0.667849508,0.462537498,0.33888672,,315.92444,7,0.541,-6.737,1,0.586,126.94,4,1.0
Midnight,Joe Satriani,0.705876402,0.62220896,0.360370583,,185.70404,11,0.68,-16.104,0,0.782,83.957,3,0.179
Brother,Steve Vai,0.645720023,0.543954417,0.637311276,,304.71791,5,0.663,-7.269,1,0.693,227.161,4,0.645
Civilized Reggae,Burning Spear,0.6742378,0.46527021,0.425124658,,355.18649,11,0.774,-8.01,0,0.539,125.245,4,0.05
What Is A Woman For? (BBC In Concert),The Edgar Broughton Band,0.524008172,0.349037894,0.360370583,,588.85179,5,0.701,-16.479,1,0.492,59.678,1,0.0
Otra Parte De Mi (1997 Digital Remaster),Aleks Syntek,0.659251521,0.399431544,0.360370583,,232.07138,8,0.636,-4.252,1,0.644,120.309,4,0.88
Macarena,Los Del Rio,0.447725075,0.351170212,0.360370583,,249.49506,10,0.498,-12.005,0,0.489,206.02,1,0.0
Cover To Cover,Wes King,0.449231471,0.348184321,0.265861049,,233.45587,7,0.704,-7.92,1,0.623,118.152,4,0.596
Kes\xc3\xa4ilta Saimaalla,Teijo Joutsela and Humppa-Veikot,0.047775081,0.0,0.360370583,,159.63383,8,0.02,-12.013,1,0.3,120.012,1,0.0
What's The Matter With The Mill,Moon Mullican,0.386716175,0.281887097,0.0,,157.49179,5,0.65,-18.692,1,0.536,182.408,4,0.0
Let me fly,Jefferson Starship,0.62812134,0.418946871,0.270775999,,329.50812,2,0.163,-9.864,1,0.419,132.611,4,0.638
En fet man,Ronny Eriksson,0.322667185,0.25669968,0.360370583,,208.87465,5,0.475,-15.086,0,0.377,111.927,4,0.071
Now I Got A Woman,John Mayall,0.626803106,0.405234691,0.363488499,,264.6722,10,0.032,-7.611,1,0.38,147.128,4,0.631
Nothing's The Same,Gary Moore,0.761362238,0.467110649,0.535953802,,304.95302,9,0.762,-20.496,0,0.741,86.321,4,0.674
Stolen Pills,Spiral Stairs,0.506734505,0.397249735,0.473346541,,146.99057,6,0.338,-5.677,1,0.444,152.633,1,0.0
Outro,Attack Attack,0.850430103,0.458012988,0.639450961,,83.98322,1,0.335,-20.856,0,0.628,100.03,4,0.982
Sloppy Love Jingle_ Pt. 3 (Amended Album Version),Gym Class Heroes,0.906619152,0.563403566,0.0,,134.922,7,0.278,-13.12,0,0.186,80.473,3,0.579
Patricia,Mighty Mighty Bosstones,0.699262056,0.47594129,0.513517029,,168.85506,1,0.333,-9.515,1,0.609,197.213,1,0.0
A Dustland Fairytale,Twinkle Twinkle Little Rock Star,0.318141452,0.420703167,0.0,,238.52363,2,0.625,-19.938,1,0.742,80.003,4,0.0
Through The Eyes Of Faith,The Booth Brothers,0.51598933,0.354592758,0.215080319,,244.92363,0,1.0,-4.071,1,0.887,130.98,4,0.428
Loves Parting,Vivian Khor,0.362210325,0.282623584,0.360370583,,253.12608,8,0.473,-21.533,0,0.755,92.017,1,0.0
Still Lost in the Forest,Anne Dudley,0.543290243,0.351998338,0.26885145,,177.44934,5,0.126,-19.597,1,0.349,172.223,4,0.776
So Many Roads,The Mustangs,0.432136477,0.362563592,0.360370583,,174.57587,7,0.857,-9.302,1,0.863,117.044,4,0.967
We're Almost There,Michael Jackson,0.86652032,0.766545451,0.360370583,,222.37995,11,0.407,-9.631,1,0.313,187.427,7,0.496
Blame Canada ( From: South Park ),Marc Shaiman,0.510010871,0.378442737,0.360370583,,106.81424,0,0.582,-16.079,1,0.617,136.975,4,0.0
A Different Kind of Love,Paul Simon,0.707059452,0.562432731,0.301681757,,137.40363,9,0.44,-7.444,1,0.453,133.884,4,0.208
B-Boy Stance,K-OS,0.712662163,0.430697046,0.631390365,,238.23628,7,0.406,-6.491,1,0.502,97.98,4,0.766
Unfinished Self-Portrait,Eberhard Weber,0.54559902,0.343680041,0.340922756,,279.06567,1,0.546,-27.016,1,0.462,99.556,3,0.814
Lifeboat Serenade,Jimmy Herring,0.515034941,0.412155304,0.56588951,,359.8624,4,0.297,-10.004,0,0.395,124.073,4,0.798
Christmas Time,The Continentals,0.442030513,0.380109208,0.239915502,,164.12689,2,0.656,-7.928,1,0.774,90.245,3,1.0
Song Sung Blue,Neil Diamond,0.817635146,0.564005986,0.360370583,,172.38159,0,0.864,-12.409,1,0.73,127.275,4,0.0
C\xc3\xbanla/The Friar's Breeches,The Chieftains;Colin James,0.662670206,0.378969801,0.0,,218.33098,7,0.061,-12.81,1,0.504,114.589,4,0.0
Party Time,45 Grave,0.596602385,0.399186285,0.647368817,,163.26485,4,0.258,-12.778,1,0.325,114.135,1,0.318
Mean And Evil Blues,Joe Turner_ Joe Houston_ L. C. Williams,0.473624124,0.364586575,0.360370583,,171.31057,8,0.56,-23.538,1,0.429,70.49,1,0.0
I Feel So Good,J.B. Lenoir,0.520553746,0.355974359,0.360370583,,114.62485,11,0.342,-7.573,0,0.335,129.583,4,0.351
I Need You,Screaming Jay Hawkins,0.537587145,0.306438629,0.360370583,,128.96608,8,0.451,-13.142,1,0.477,172.112,4,0.067
Navy hymn,The Sun Harbor's Chorus-Documentary Recordings,0.316715636,0.24913723,0.360370583,,58.46159,0,0.336,-18.681,1,0.483,56.958,1,0.0
We Do It For the Money_ OBVIOUSLY! (Demo),Set Your Goals,0.823910087,0.549749652,0.521659258,,52.55791,8,0.556,-3.564,1,0.518,203.211,1,0.0
Gettin' Better,Tesla,0.707199764,0.51346329,0.358976526,,210.28526,2,0.553,-10.223,1,0.424,128.262,3,0.0
You Don't Know Me,Charlie Rich,0.582803191,0.448669074,0.299877488,,268.7473,3,0.578,-13.505,1,0.604,96.243,3,0.876
Warm Spring Night,Claw Hammer,0.401479593,0.268744755,0.360370583,,263.36608,4,0.103,-7.669,1,0.48,77.478,4,0.049
The Hero Dies in This One,The Ataris,0.82785377,0.517328584,0.360370583,,246.85669,2,0.531,-4.544,1,0.604,145.711,4,0.594
Newborn Blessing (World),Sharon Burch,0.438784795,0.301947213,0.360370583,,193.82812,2,0.942,-18.312,1,0.812,114.832,4,0.43
Below The Stars,The Field Mice,0.60542429,0.409292117,0.526706659,,335.46404,7,1.0,-14.064,1,0.909,70.09,4,0.442
Dab_dab_doo-Party In The Jungle,Taboo,0.508036616,0.339627561,0.360370583,,224.93995,0,0.55,-5.266,1,0.458,140.068,4,0.0
Plexis,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,0.426683814,0.333154508,0.360370583,,451.34322,11,0.25,-7.949,1,0.309,69.742,4,0.0
Papito Charme,Koffi Olomid\xc3\xa9,0.453444931,0.311617485,0.372530039,,445.49179,6,0.386,-7.441,0,0.493,120.807,4,0.796
Sing Your Freedom,White Heart,0.477364752,0.337507289,0.0,,299.36281,11,0.378,-8.797,0,0.481,126.153,4,0.242
All They Want,Singing Melody,0.498414133,0.326008873,0.360370583,,221.12608,9,0.583,-6.232,1,0.437,166.72,4,0.646
Sparnuotoji Doze. Laukimas,Svartthron,0.472834535,0.306056867,0.372530039,,323.60444,9,0.499,-9.663,1,0.405,90.126,3,1.0
Around And Around,The Rolling Stones,0.814829656,0.776037656,0.633254322,,183.17016,7,0.514,-11.553,1,0.459,185.333,4,0.164
NY Timbuctu,The Rongetz Foundation,0.447009091,0.389314397,0.0,,456.64608,1,0.044,-8.977,1,0.343,91.417,3,1.0
Loko,Kassav',0.601395113,0.436730221,0.0,,335.56853,8,0.522,-6.824,1,0.479,97.999,4,0.864
Dance_ Dance,Fall Out Boy,0.93796475,0.566622888,0.360370583,,189.80526,7,0.518,-3.544,1,0.563,114.535,4,0.167
Cry On (Acoustic Demo),Bob Marley & The Wailers,0.778835827,0.570106512,0.360370583,,229.90322,4,0.0,-15.193,1,0.246,122.565,1,0.0
Le chanteur malheureux,Claude Fran\xc3\xa7ois,0.554890899,0.385583661,0.49813159,,197.25016,6,0.246,-12.472,0,0.469,134.237,4,0.0
Bruk Out and Wine,Elephant Man,0.747815369,0.459189195,0.360370583,,155.97669,3,0.0,-8.48,1,0.0,125.329,5,1.0
Let It Be,The Cate Brothers,0.29143326,0.190346162,0.245097414,,223.97342,0,0.283,-16.086,1,0.321,147.093,4,0.0
Walkin' In,Tracy Byrd,0.692973745,0.422507451,0.215080319,,182.33424,11,0.679,-9.068,1,0.868,168.849,4,0.593
Viens Danser Jeannette,Jean Segurel,0.330992398,0.15726743,0.360370583,,172.12036,7,0.697,-11.373,1,0.592,135.561,4,0.176
No me imagino,Fran Perea,0.525332914,0.383394322,0.407974652,,194.21995,1,0.511,-4.556,0,0.392,180.04,4,0.365
It Ain't The Meat It's The Motion (LP Version),Maria Muldaur,0.586950622,0.432054079,0.257011301,,181.73342,11,0.015,-10.034,1,0.22,137.272,1,0.0
Acapulco Sunrise,Santana,0.818494214,0.627765135,0.360370583,,153.7824,5,0.622,-10.3,1,0.232,93.366,5,0.533
