title,artist_name,artist_familiarity,artist_hotness,song_hotness,genre,duration,key,key_condidence,loudness,mode,mode_confidence,tempo,time_signature,time_signature_confidence
b'Lose Your Money',b'Delbert McClinton',0.699924765,0.449668691,,b'',114.31138,4,0.47,-10.261,1,0.305,221.858,4,0
"b""Diamonds Are A Girl's Best Friend""",b'Gloria De Haven',0.305466192,0.035307947,,b'',110.88934,0,0.293,-14.088,0,0.372,100.296,4,1
b'Say How I Feel',b'Rhian Benson',0.491835959,0.389414014,0.576399981,b'',207.46404,3,0.495,-4.573,1,0.466,117.973,1,0
b'This Is My Country',b'The Impressions',0.633220624,0.410247407,,b'',168.01914,6,0.412,-11.803,1,0.56,103.088,1,0
b'Cold In Hands Blues',b'Bessie Smith',0.63752105,0.404798068,,b'',192.44363,7,0.304,-27.858,0,0.343,79.912,4,0.55
b'Miss X (LP Version)',b'MC5',0.654860822,0.45146606,0.675696807,b'',307.722,0,0.353,-8.392,1,0.44,75.706,4,0.689
b'Imparable',b'Tommy Torres',0.638590617,0.416019234,0.676548906,b'',222.92853,11,0.266,-7.123,1,0.414,158.007,4,0.774
b'Les Amours de Nathalie',b'Les Malpolis',0.488206851,0.271250596,,b'',246.69995,7,0.721,-9.76,1,0.728,172.061,7,0.611
"b""Bucket's Got A Hole In It""",b'Washboard Sam',0.505784763,0.326750334,,b'',166.19057,9,0.016,-15.571,0,0.236,158.455,4,0.731
b'Angels We Have Heard On High (Album Version)',b'Shirley Caesar',0.579309488,0.370273519,,b'',176.37832,9,0.286,-8.686,1,0.705,119.711,4,0
b'Welcome To My World (Live)',b'Tammy Wynette',0.606118646,0.409196036,,b'',84.16608,3,0.612,-11.433,1,0.628,155.05,1,0
b'We Have All The Time In The World (Live)',"b""Fun Lovin' Criminals""",0.68320604,0.484876719,0.215080319,b'',235.36281,9,0.156,-12.767,1,0.254,91.859,4,1
b'Por La Calle Abajo',b'Los Chunguitos',0.515033584,0.372356588,,b'',164.12689,10,0.384,-8.07,0,0.446,158.479,4,1
b'Un Garcon Pas Comme Les Autres (Ziggy)',b'C\xc3\xa9line Dion',0.737437395,0.663686476,0.468997788,b'',179.01669,3,0.601,-14.403,1,0.56,80.999,7,0.854
"b""Happy Valentine's Day""",b'OutKast',0.796419553,0.574497026,,b'',323.10812,7,0.371,-4.018,1,0.554,100.026,4,1
b'Just A Closer Walk With Thee',b'Andy Griffith',0.516873683,0.310600344,0,b'',179.93098,2,0.396,-16.334,1,0.568,100.018,4,0
b'Second Hand Life',b'Joe Lynn Turner',0.620041695,0.364975595,0.503381236,b'',274.12853,3,0.807,-5.912,0,0.662,106.896,4,0.574
b'Cherry Pie',b'Warrant',0.696450939,0.489149817,0.800849691,b'',201.03791,4,0.169,-4.65,0,0,177.152,4,0.076
b'Hipster Haircut',b'IYOV',0.338943092,0.235816028,0,b'',120.16281,11,0.077,-3.909,1,0.464,194.53,4,0
b'Round and Round',b'Otis Taylor',0.590792957,0.394884438,0.592333567,b'',107.83302,4,0.805,-6.028,1,0.666,217.289,1,0
b'Up All Night - Remix',b'Laron aka Swan featuring Alexander East',0.404369411,0,,b'',544.522,10,0.484,-10.971,0,0.507,84.64,5,1
b'Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon \xc3\xa2me a reconnu votre \xc3\xa2me(Werther/Charlotte)',b'Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson',0.477387134,0.363610865,,b'',55.40526,6,0.056,-23.73,1,0.468,109.158,4,0.345
b'See That Girl',b'Righteous Brothers',0.685080489,0.460703674,,b'',190.14485,0,0.89,-10.288,1,0.734,72.656,3,0.602
b'Water Is Alright In Tay',b'The Clancy Brothers',0.562597242,0.408955833,0.476248227,b'',113.78893,0,0.791,-13.289,1,0.689,105.852,1,0.088
b'Genuine',b'Five Fingers of Funk',0.383073612,0,0,b'',1400.37179,0,0.124,-8.792,1,0.256,0,0,0
b'A New Heart',b'Michael Whalen',0.45660506,0.360744984,0,b'',317.70077,10,0.33,-15.968,1,0.539,110.1,4,1
b'Wind In The Wire (Album Version)',b'Randy Travis',0.787877691,0.543225521,0.215080319,b'',211.40853,10,0.89,-14.172,0,0.897,95.655,4,0.557
b'Where Do I Fit',b'Tonic',0.701521706,0.52431892,0.63874564,b'',184.68526,2,1,-4.768,1,0.715,156.028,4,1
b'Changed',b'The Grip Weeds',0.529794862,0.328236584,0,b'',314.14812,10,0.838,-5.853,1,0.666,130.459,4,0
b'Amores Cobardes',b'Andy & Lucas',0.53813774,0.400387757,0.265861049,b'',234.63138,9,0.593,-5.343,1,0.644,147.886,4,0.761
b'Perca peso',b'M\xc3\xb3veis Coloniais de Acaju',0.624274356,0.418741085,0.619916274,b'',320.05179,2,0.544,-5.647,1,0.475,173.652,4,0.24
b'Brown Girl',b'John D. Loudermilk',0.414244229,0.287370035,0.265861049,b'',252.682,5,0.812,-12.239,1,0.691,112.781,4,1
"b""Mornin' Glory""",b'Glen Campbell And Bobbie Gentry',0.582460567,0.38479891,0.555016409,b'',183.11791,7,0.59,-13.881,1,0.627,101.577,4,0
b'La Copa Grande',b'Pablo Montero',0.546310424,0.30991934,0.236216271,b'',189.57016,0,0.674,-8.888,1,0.588,98.063,4,0.345
b'Ojitos Dormilones',b'Jay P\xc3\xa9rez',0.55010385,0.386237683,,b'',204.66893,8,0.31,-7.787,1,0.495,189.758,4,0.19
"b""The Son Of Hickory Holler's Tramp""",b'Kenny Rogers',0.735370102,0.61999595,0.345802234,b'',188.96934,0,1,-12.193,1,0.942,174.785,4,0.092
b'Bad When U Broke',b'Dave Hollister',0.612543004,0.459660463,,b'',209.55383,11,0.296,-8.43,0,0.347,166.026,4,1
b'My Funny Valentine',b'Arturo Sandoval',0.561464646,0.423527585,0.471971172,b'',266.60526,0,0.397,-14.818,0,0.618,61.018,1,0.273
b'Hit And Rape (Album Version)',"b""Wednesday 13's Frankenstein Drag Queens From Planet 13""",0.565161778,0.371447106,,b'',131.81342,7,0.329,-3.525,1,0.369,93.021,4,0
"b""I'm In Love""",b'Dub Pistols feat. Lindy Layton & Rodney P',0.687619666,0.417068912,,b'',333.21751,0,0.605,-6.883,1,0.492,130.016,4,0
b'Feel So Stupid (Table 9)',"b""Darwin's Waiting Room""",0.508421718,0.33581192,0.617365618,b'',197.51138,6,0.064,-5.173,1,0.31,101.923,4,0.84
b'Les Chaudrons',b'Andr\xc3\xa9 Minvielle',0.491123993,0.42027433,0.212045405,b'',295.96689,7,0.529,-7.632,1,0.556,125.47,4,0.924
"b""We Can't Win (Explicit)""",b'A.Z.',0.640695921,0.449602656,,b'',203.10159,11,0.072,-12.042,1,0.333,88.064,4,1
"b'Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des L\xc3\xa4chelns"")'",b'Herbert Von Karajan',0.668055687,0.464152439,,b'',238.10567,1,0.58,-20.18,1,0.475,103.929,3,0.633
b'Wahrheit',b'Hassan Annouri feat. Cassandra Steen',0.077176867,0.357784312,,b'',270.73261,7,0.45,-5.106,0,0.531,150.063,4,0.7
b'El Barbero',b'Gaiteros de Pillopo',0.307211096,0.138639717,0.284457919,b'',251.08853,9,0.561,-8.173,1,0.52,179.665,1,0
b'Long Distance Relationship',b'Paul Taylor / Terry Dexter',0.664690939,0.429261029,0,b'',270.21016,9,0,-7.284,1,0.076,135.87,4,0.502
b'Captain Fingers',b'Lee Ritenour',0.632008013,0.144684661,,b'',444.81261,5,0.39,-8.424,0,0.465,128.972,4,0.165
b'So ist das nun mal',b'Andreas Dorau',0.501785968,0.382426584,,b'',395.17995,10,0.134,-8.586,1,0.484,124.988,4,1
b'Ready Now',b'Bukue One',0.388494748,0.257649711,0,b'',239.38567,11,0.457,-11.601,1,0.38,188.947,5,0.51
b'Voodoo Chile',b'Hiram Bullock',0.541888715,0.311983595,,b'',502.69995,9,0.665,-8.016,1,0.477,129.245,3,0.87
b'Rainbow Ride',b'Serpentine',0.577773337,0.298448311,,b'',285.70077,4,1,-8.712,1,0.685,122.004,4,0.738
b'Scratchy (Takes 1-3 / bonus track)',b'Crazy Horse',0.540279892,0.34219231,0,b'',732.39465,9,0.636,-11.252,1,0.498,119.649,5,1
b'Grad',b'Baroness',0.739099282,0.471126715,0.650808775,b'',354.79465,3,0.832,-9.213,1,0.617,98.763,4,0.58
b'As You Take A  Walk Through My Mind',b'Slim Whitman',0.51644378,0.386669092,,b'',192.73098,7,0.65,-17.222,0,0.35,110.595,4,0
b'One Of Our Submarines',b'Thomas Dolby',0.641354081,0.384230563,,b'',309.57669,1,0.579,-8.907,0,0.429,130.017,4,0.573
b'WA-KA-BAM!! (INTRO)',b'Justin',0.782555689,0.335368578,,b'',22.33424,1,0,-12.43,1,0,41.985,4,0
b'Now_ Baby_ or Never',b'Barbara Lusch',0.366302895,0,0,b'',259.73506,7,0.547,-6.605,0,0.421,92.215,1,1
b'Le Petit Train (Mix\xc3\xa9 Par Mark Plati)',b'Rapha\xc3\xabl',0.55746022,0.386151631,0,b'',211.01669,0,0.468,-6.301,0,0.588,150.096,5,0
b'Goodness & Mercy',b'Ini Kamoze',0.621825362,0.434930158,0.240374589,b'',236.56444,0,0.108,-9.881,1,0.317,165.111,4,0.052
b'Walking Dub',b'Sugar Minott',0.606975737,0.386289651,0.215080319,b'',192.15628,1,0.876,-9.256,0,0.804,161.721,4,0.297
"b""Comin' Tonight""",b'Martha Wainwright',0.704244766,0.497568734,,b'',209.60608,9,0.651,-13.551,1,0.604,117.316,4,0.284
b'Chitlins Con Carne',b'Stevie Ray Vaughan And Double Trouble',0.73379894,0.544257506,0.627363448,b'',235.65016,9,0.325,-13.277,1,0.354,111.834,4,1
b'Motherless Children (Remastered Version) (Take 2)',b'Mance Lipscomb',0.450852685,0.33238987,0,b'',180.03546,3,0.03,-19.24,1,0.407,153.765,4,0.858
b'On The Other Hand (Remastered Album Version)',b'Randy Travis',0.787877691,0.543225521,0.215080319,b'',187.53261,5,0.731,-12.324,1,0.639,95.781,4,0
b'El Te Daba Mala Vida',b'Los Chichos',0.561589946,0.420570307,,b'',221.23057,2,0.288,-9.013,1,0.352,133.324,4,0.493
b'Palabras De Amor(En Vivo)',b'La Portuaria',0.522888132,0.30571906,,b'',169.482,4,0.306,-7.548,1,0,182.922,3,1
b'Nothing To Lose',b'Boondox',0.780866546,0.460456543,0.467365631,b'',260.10077,2,0.516,-5.852,0,0.599,200.004,4,0.447
b'Juste Une Petite Fille',b'Maurane',0.580481348,0.412610819,0.323112121,b'',263.67955,10,0.16,-15.406,0,0.421,89.394,4,0.887
b'Let the People Dance',b'Michael Bloomfield',0.49399508,0.372179878,,b'',180.45342,11,0.042,-8.287,1,0.448,78.213,4,0
b'Look Around featuring dead prez and Cheryl Pepsi Riley',b'Beatnuts featuring dead prez and Cheryl Pepsi Riley',0.608018106,0.28552323,0.428702263,b'',318.56281,1,0.7,-5.414,1,0.76,93.957,4,1
b'Angel',b'Aerosmith',0.872536599,0.610731463,0.415049772,b'',335.33342,2,0.458,-5.763,1,0.642,76.096,1,0.283
b'Mi Son Maracaibo',b'Rene Touzet',0.330139597,0.249127455,0,b'',288.33914,10,0.531,-12.565,1,0.456,112.067,4,1
"b""Don't Lose Control""",b'Bill Laswell',0.678008837,0.404039734,,b'',258.87302,7,0.798,-14.647,1,0.903,99.587,4,0.529
b'Little Woman',b'Jazz Gillum',0.362800142,0.282286406,,b'',183.09179,7,0.519,-14.663,1,0.5,101.713,1,0
b'My Bulldog Blues',b'Sonny Terry & Brownie McGhee',0.517126315,0.360145057,,b'',167.02649,2,0.701,-19.569,1,0.608,117.625,4,0.394
b'Love Can Break Your Heart (LP Version)',b'Michael McDonald',0.712675251,0.563362694,,b'',296.202,11,0.066,-10.015,0,0.45,109.731,4,0.831
b'Broad Daylight - The BBC Sessions [Top Gear 17/3/69]',b'Free',0.71368625,0.468604581,0.215080319,b'',197.56363,4,0.693,-12.473,1,0.601,114.168,1,0
b'Shi Shang Zui Qiang Man Hua Wang Da Luan Dou',b'Leo Ku',0.483278657,0.360628716,,b'',185.0771,6,0.235,-8.006,1,0.326,115.449,4,0.265
b'Rudolph The Red Nosed Reindeer',b'Frankie Randall',0.248503726,0.243085349,0,b'',200.75057,8,0.577,-14.179,0,0.487,134.857,4,0.878
b'Snowdrops',b'The Pineapple Thief',0.587466437,0.485198263,0,b'',356.54485,2,0,-10.06,1,0,129.277,4,0
b'Sweet Southern Comfort',b'Buddy Jewell',0.597220853,0.41160858,0.79080308,b'',212.89751,2,0.58,-6.986,1,0.658,147.928,4,0.27
b'Luna De Octubre',b'Flor Silvestre',0.42054585,0.313569343,0,b'',157.46567,4,0.684,-12.972,1,0.649,84.273,1,0.259
b'Say Yeah',b'Capleton',0.662250484,0.410053623,,b'',233.63873,0,0.649,-5.404,1,0.555,127.876,5,1
b'Hell Will Reign',b'Demonbreed',0.484546205,0,0.215080319,b'',337.24036,8,0.446,-4.786,1,0.436,94.069,4,0.658
"b""The Ferocious O' Flahertys""",b'Joe Heaney',0.401327986,0.288578616,0,b'',52.76689,1,0.59,-26.343,1,0.509,224.471,1,0.851
b'Marea De Venus',b'Cerati-Melero',0.694983409,0.429780286,0.437036204,b'',262.37342,10,0.544,-11.291,1,0.445,129.047,4,0.651
b'I Want To Go Home',b'Remmy Ongala',0.423065328,0.273439511,,b'',489.482,0,0.29,-17.958,1,0.429,197.038,4,0.449
b'Century City Rag',b'The Last',0.632784245,0.320059113,0.345802234,b'',159.05914,2,0.455,-8.383,1,0.292,162.954,1,0
b'Life',b'Jimmy Riley',0.477724732,0.299705214,,b'',232.25424,2,0,-13.05,1,0,85.746,4,0.45
b'Rock Bottom',b'House Of Lords',0.561976087,0.364776171,0.599660358,b'',232.75057,0,0.687,-4.045,0,0.643,127.974,3,0.461
b'Love Unlimited (Explicit)',"b""Fun Lovin' Criminals""",0.68320604,0.484876719,0.232940848,b'',205.66159,2,0.021,-7.119,1,0.38,94.082,4,0.954
b'The Sweetest Sounds',"b""Helen O'Connell""",0.353135576,0.300743186,0.268189797,b'',180.6624,0,0.81,-10.527,1,0.567,135.238,4,0.981
b'Turbocharger',b'Chaotica',0.510937258,0.312127027,0.237526778,b'',235.4673,6,0.938,-9.087,1,0.693,100.009,4,0.657
b'America the Beautiful',"b""The Sun Harbor's Chorus-Documentary Recordings""",0.419941275,0.24913723,,b'',206.91546,6,0.559,-20.696,1,0.708,83.15,4,0.097
b'Hardly Wait',b'Placebo',0.804523521,0.586433379,0.716114471,b'',180.13995,10,0.161,-4.422,1,0.32,121.354,3,0.607
b'Tu Hi Tu Sada',b'DCS',0.476808061,0.082292226,,b'',305.3971,9,0.602,-5.041,1,0.543,95.889,4,1
b'Exogenesis: Symphony Part 1 [Overture]',b'Muse',0.929030287,0.750426551,0.931346488,b'',258.42893,5,0.301,-8.895,1,0.366,121.071,3,0.63
b'Computer Love (2009 Digital Remaster)',b'Kraftwerk',0.74151813,0.52041211,0.368413733,b'',399.33342,8,0,-9.219,1,0,127.984,4,0.636
b'Someone To Hold',b'Singing Melody',0.498414133,0.326008873,0,b'',214.90893,9,0.604,-10.846,1,0.549,88.897,4,0.871
b'Great Big Problem',b'FFH',0.601245988,0.461026521,0.265861049,b'',264.07138,2,0.134,-5.202,1,0.298,162.002,4,0.794
b'He Will Lead His Children Home',b'Bill & Gloria Gaither',0.426882762,0.333303418,0,b'',162.06322,1,1,-12.37,1,0.914,110.167,4,0
b'Air: My Lagan Love',b'Willie Clancy',0.346236811,0.284824356,,b'',166.922,7,1,-11.477,1,1,106.542,1,0.53
b'My Heart Is Yearning',b'NOFX',0.561131213,0.554291489,0.652878392,b'',143.64689,7,0.527,-11.661,1,0.659,156.079,1,0
b'Tyre',b'Chris Clark',0.597281478,0.39846996,0.611302923,b'',71.99302,8,0,-28.475,1,0,97.845,4,0.658
"b""Let's Blame The Lightman""",b'GWAR',0.687023631,0.475085634,0.474054831,b'',189.57016,1,0.431,-3.492,1,0.322,169.237,4,0
b'Son Sabroso',b'Gran Coquivacoa',0.42137606,0.366527802,,b'',270.70649,7,0.456,-5.698,0,0.499,113.569,4,1
b'Master Of The Universe',b'Sick Puppies',0.782984211,0.675117719,0.671756386,b'',212.92363,2,0.552,-5.429,1,0.514,209.739,4,0.486
b'Paper Doll',b'Gary Nichols',0.621597789,0.386470142,,b'',162.19383,11,0.8,-11.552,1,0.719,73.979,3,0.211
b'Das Telefon sagt Du',b'Andreas Dorau',0.501785968,0.382426584,,b'',231.10485,11,0.141,-10.201,0,0.19,124.976,4,1
b'Viaje Al Averno',b'Gabinete Caligari',0.490688788,0.326430853,,b'',169.69098,4,0.382,-4.199,0,0.392,122.22,4,1
"b""The Burp Heard 'Round The World""",b'James Newton Howard',0.611381595,0.445321878,,b'',110.52363,9,0.359,-9.516,0,0.47,84.969,1,0
"b""Let's Go""",b'Ray Charles',0.759912526,0.673207275,0.439202489,b'',160.93995,1,0.456,-8.758,1,0.758,88.745,3,0.938
b'Gina',b'Geggy Tah',0.518337026,0.335335108,0.375984302,b'',165.40689,0,0.079,-12.987,1,0.286,147.508,4,0.518
b'Sedona Suite (Sunrise/Prayer/Joy/Sunset)',b'Tom Barabas',0.448025346,0.393622172,0.265861049,b'',743.36608,9,0.659,-16.389,0,0.648,134.491,3,0.735
b'El Mensaje Soy Yo',b'Los Fabulosos Cadillacs',0.774037142,0.521726648,0.43483809,b'',171.10159,0,0.594,-6.176,1,0.547,115.737,5,1
"b""I Can't Feel You Anymore""",b'Loretta Lynn',0.658731278,0.410541103,,b'',195.3171,3,0.566,-13.141,1,0.581,93.312,1,0
"b'Not Homophobic/The Word Is ""Cock"" (Spoken Word) (Album Version)'",b'Joe Rogan',0.510993042,0.379222861,0.299877488,b'',217.10322,4,0.726,-14.031,1,0.576,105.006,5,0.779
"b""I'll Sweat You (LP Version)""",b'Mista',0.566747968,0.312220843,0.265861049,b'',253.41342,10,0.767,-6.033,0,0.697,90.882,4,0.334
b'Fuel the Fire',b'Unearth',0.772172543,0.487406994,0.556160464,b'',222.27546,11,0.771,-6.338,0,0.833,160.783,4,0.537
b'Memphis',b'Bob Marley',0.780264381,0.570106512,0.597126352,b'',177.71057,1,0.714,-15.015,1,0.708,180.876,4,0.893
b'Emmaus',b'Brian Free & Assurance',0.416463908,0.374335195,0.267378459,b'',243.80036,11,0.509,-12.347,1,0.441,101.913,4,0.86
b'Sound Clash',b'Dream Warriors',0.502389764,0.342652377,0.212045405,b'',262.19057,3,0.442,-6.453,0,0.664,144.067,4,0.9
b'Baby My Love',b'The In Crowd / Jah Stitch',0.526690732,0.378478309,,b'',476.9171,7,0,-6.826,1,0.333,132.337,3,0.462
b'Vienna',b'The Fray',0.852699664,0.661349364,0.798409825,b'',231.07873,5,0.048,-8.096,0,0.296,124.534,3,1
b'Selling Jolson A Baseball Team',b'Groucho Marx',0.426512761,0.434621852,,b'',586.70975,1,0.458,-13.818,1,0.498,75.22,5,0.487
b'Sete Desejos',b'Alceu Valen\xc3\xa7a',0.544979448,0.366713432,0.479116089,b'',205.87057,2,1,-9.813,1,0.617,144.162,3,0.678
b'He Says The Same Things To Me',b'Skeeter Davis',0.60383917,0.395791274,0,b'',168.48934,4,0.756,-10.38,1,0.732,89.219,3,0.807
b'Mambo Suavecito',b'Tito Puente',0.722105298,0.480724781,,b'',178.46812,11,0.397,-13.805,0,0.41,179.587,1,0
b'Hoy Es Hoy',b'Memphis La Blusera',0.472247769,0.316724551,,b'',243.46077,6,0.164,-6.574,1,0.571,108.009,4,0.412
b'E se tu lontana sei',b'Crazy Horse',0.540279892,0.34219231,0,b'',191.65995,2,0.285,-10.247,0,0.407,106.854,3,1
b'Foggy Mountain Top',b'Skeeter Davis',0.60383917,0.395791274,0.257854964,b'',160.7571,2,1,-13.321,1,0.829,148.653,4,0
b'All On Our Own',b'One Block Radius',0.646851194,0.406092677,,b'',236.72118,4,0.509,-2.45,0,0.261,124.022,4,1
b'Mountain By The Sea (Tribe Unknown)',b'Various Indian Tribes',0.03550242,0.137659673,,b'',193.25342,9,0.289,-12.852,1,0.366,136.726,4,0.635
b'Bad Days',b'Timo Maas',0.691973119,0.396619566,0.358083043,b'',417.56689,4,0.316,-8.92,0,0.401,87.995,1,0.974
b'Nossa Dan\xc3\xa7a',b'Nana Caymmi',0.523633032,0.348350022,0.265861049,b'',174.54975,2,0.835,-12.209,1,0.783,115.781,4,0
b'Moon Boom',b'Anat Ben David',0.500656728,0,0,b'',213.7073,0,0.467,-8.913,0,0.242,100.042,4,0.626
b'All Day',b'Butthole Surfers',0.628489971,0.488019842,0.539410832,b'',512.1824,9,0.845,-3.237,1,0.514,79.709,4,0
b'Stormtrooper (Live)',b'Pepper',0.765141418,0.471493227,0,b'',108.93016,11,0.064,-5.356,0,0.369,148.712,4,0
b'La Revoluci\xc3\xb3n',b'Memphis La Blusera',0.472247769,0.316724551,0.212045405,b'',261.642,1,0.424,-7.164,0,0.507,159.668,4,0
b'Time Is On My Side',b'The Rolling Stones',0.814829656,0.776037656,,b'',172.72118,4,0.494,-7.343,1,0.344,107.455,3,1
b'We Will Glorify (Key-B-Db-Premiere Performance Plus)',b'Twila Paris',0.559901438,0.401239122,0.303578663,b'',201.32526,11,0.638,-10.012,1,0.611,135.989,5,0.237
b'Man Of No Reputation',b'Bob Carlisle',0.563583586,0.388527293,0,b'',331.25832,7,0.618,-16.196,1,0.59,103.634,4,0.066
b'Waste A Little Time On Me',b'The Michael Stanley Band',0.44276965,0.294986617,,b'',232.12363,9,0.664,-15.161,0,0.61,103.731,4,1
b'Air_ Siote No. 3 (J.S. Bach)',b'Mariano Yanani',0.379734512,0.3138661,,b'',191.42485,2,0.484,-16.41,1,0.659,111.903,4,0.02
b'Everyday',b'Rikk Agnew',0.467955066,0.324597714,0.464477293,b'',269.40036,7,0.89,-7.594,1,0.923,154.286,1,0
b'Ricky Ticky Toc',b'Eminem',0.871010614,0.804830428,0.661061378,b'',171.72853,0,0.76,-5.92,1,0.649,86.007,4,1
b'Mana Laina Chahida',b'Malkit Singh',0.483243067,0.324430892,,b'',337.60608,6,0.144,-13.891,0,0.367,127.582,1,0
b'Come Monday',b'Barry Manilow',0.676755655,0.543706051,0.301681757,b'',235.96363,7,0.207,-3.723,1,0.406,98.001,4,1
b'Angelito (Directo 09)',b'Carlos Baute',0.603843765,0.512812103,,b'',211.46077,9,0.455,-4.392,1,0.472,109.982,4,0.896
b'Hot Dental Supplies',b'Marga Gomez',0.310776523,0.228428667,0.340922756,b'',95.73832,0,0.171,-14.218,1,0.203,78.139,4,0.733
b'Until I Believe In My Soul',b'Dexys Midnight Runners',0.679793556,0.489458258,,b'',434.88608,7,0.437,-8.844,1,0.663,84.437,1,0
b'L\xc3\xa0-Bas',b'Jean-Jacques Goldman',0.617421407,0.449253877,,b'',501.05424,2,0.585,-8.508,1,0.63,148.642,4,0.278
b'D\xc3\xa9stockage massif (with Alex Gopher)',b'Etienne de Cr\xc3\xa9cy\xc2\xa0',0.648692286,0.393369406,0.425124658,b'',215.84934,10,0.139,-8.178,0,0.503,115.862,4,0.721
b'Back To Burn',b'T-la Rock',0.509512016,0.291183521,0.427446571,b'',151.61424,6,0.756,-6.265,1,0.478,197.152,4,0.094
b'Ingenting',b'Kent',0.700570065,0.487595648,0.666656369,b'',257.74975,11,0.208,-6.421,0,0.622,120.008,4,0.275
b'Theme III',b'Silent Stream Of Godless Elegy',0.543247116,0.362398213,0.439202489,b'',50.1024,3,0.248,-16.468,1,0.553,162.676,7,0.265
b'Lonely',b'Stiff Meat',0.164853301,0,,b'',240.29995,1,0.932,-6.735,1,0.539,166.124,4,0
b'Estoy Pensando En T\xc3\xad',b'Sonora Santanera',0.487356791,0.343428378,0.48456253,b'',168.46322,0,0.448,-11.106,1,0.489,105.459,1,0.373
b'Iron-head: Palestine',b'Asterisk*',0.426947812,0.294726876,,b'',41.84771,9,0.553,-4.439,1,0.345,197.831,1,0
b'Voodoo Chile Blues',b'Jimi Hendrix',0.840963901,0.587869152,0.626760917,b'',528.14322,0,0.765,-12.797,1,0.591,175.663,3,0.736
"b""Grandma's Spending Christmas with the Superstars""",b'Dr. Elmo',0.475721567,0.398373123,0,b'',185.5473,5,0.543,-16.241,1,0.49,106.127,4,0.042
"b""Sho' Enough""",b'Tommy Castro',0.572616246,0.415582881,0.425124658,b'',240.27383,0,0.059,-9.31,1,0.367,122.019,4,0.265
"b""L'education du corps des porcs""",b'Les Ogres De Barback',0.652367864,0.437964733,0.299877488,b'',287.242,11,0.368,-5.612,0,0.655,149.591,4,0.599
b'WHEN I AM YOU',b'Panzer AG',0.588608087,0.373611112,0.513517029,b'',305.05751,11,0.266,-3.382,0,0.308,120.042,4,1
"b""Murda'""",b'Rodney O & Joe Cooley',0.415784608,0.307902094,,b'',230.84363,11,0.417,-16.376,1,0.506,90.071,4,1
b'Big Railroad Blues',b'Gus Cannon',0.372052,0.245472718,,b'',197.0673,9,0,-20.832,1,0.132,116.539,4,1
b'Do It Nice',b'Suicide',0.710269167,0.394908897,0.525497119,b'',323.94404,9,0.882,-13.753,1,0.675,130.826,5,1
b'The Monkey King',b'William Orbit',0.674970293,0.424953084,0.48306456,b'',315.01016,2,0,-34.703,0,0,95.869,4,0.534
b'Amazing (LP Version)',b'Point Of Grace',0.673325231,0.537106284,0.327736683,b'',294.08608,6,0.535,-6.477,0,0.647,125.95,4,0.681
b'You And Your Heart',b'Jack Johnson',0.832011771,0.677482479,0.918534291,b'',196.20526,2,1,-7.045,1,0.706,107.042,4,1
b'Can You Feel It?',b'Lee Ritenour',0.632008013,0.144684661,0.489030797,b'',321.56689,6,0.355,-11.241,0,0.443,93.848,4,0.563
b'Someday',b'Max Melvin',0.468080669,0.344290296,0.360370583,b'',262.79138,1,0.491,-9.199,0,0.443,100.01,4,0.718
b'Floripa',b'Plagia',0.44576364,0,0,b'',354.11546,3,0,-12.611,0,0.063,132.002,4,0.868
b'Hasta El Final',b'La Portuaria',0.522888132,0.30571906,0.349166902,b'',224.91383,7,0.368,-7.29,1,0.503,122.026,4,1
b'John Dunbar Theme [Dances with Wolves]',b'Hollywood Bowl Orchestra / John Mauceri',0.293889992,0,0,b'',147.64363,3,0.747,-19.76,1,0.797,111.267,4,0.659
b'Gewisse Leute',b'Rainer Bielfeldt',0.407448072,0,0,b'',192.73098,10,0.668,-14.393,0,0.625,106.07,4,0.357
b'Guitar Rag',b'Sylvester Weaver',0.370466464,0.324370661,,b'',181.18485,2,0.963,-20.444,1,0.731,110.691,4,0
b'My Never',b'Blue October',0.778534708,0.490768669,0.799499551,b'',225.67138,4,0.709,-12.637,1,0.723,103.647,4,0.889
b'Motel Room In My Bed (LP Version)',b'X',0.704093947,0.410743578,0,b'',160.07791,2,0.079,-6.671,1,0.484,122.495,4,0
b'Fire',b'Jimi Hendrix',0.840963901,0.587869152,0.839849896,b'',192.23465,1,0.677,-6.216,1,0.68,167.263,1,0
b'???????',b'Intars Busulis',0.408850475,0.338992803,,b'',200.46322,5,0.391,-4.003,1,0.381,133.981,4,0
b'Brute Force II',b'Jedi Mind Tricks',0.611933956,0.37235087,,b'',240.06485,7,0.632,-7.359,1,0.534,87.005,4,0.972
b'One Hour Empire',b'Broadcast',0.691850737,0.467885511,0.545937381,b'',102.94812,9,0.474,-7.42,1,0.512,161.196,1,0.084
b'No More Lonely Nights',b'Fiona',0.513467522,0.383677982,0,b'',227.5522,1,0.769,-5.355,1,0.615,64.734,7,0.666
b'Dogon',b'Carl Crack',0.379218061,0.294789904,0,b'',256.70485,7,0.029,-12.891,1,0.38,51.265,1,0
